trade_date,portfolio_value,benchmark_value,cash,equity,position,n_holdings
2022-05-18,903866.3734868206,811731.8856188603,181624.93339776812,722241.4400890524,0.8,10
2022-05-19,903096.1170967866,813295.9090178622,181624.93339776812,721471.1836990184,0.8,10
2022-05-20,910668.0892936762,829157.0563564715,181624.93339776812,729043.1558959081,0.8,10
2022-05-23,909718.1099023903,824354.5701540494,181624.93339776812,728093.1765046222,0.8,10
2022-05-24,898653.8397203165,805071.7873827773,181624.93339776812,717028.9063225483,0.8,10
2022-05-25,902509.1039147773,809956.9940842845,181624.93339776812,720884.1705170091,0.8,10
2022-05-26,906515.9944077868,811963.2305348122,181624.93339776812,724891.0610100187,0.8,10
2022-05-27,907961.9748730666,813641.675823773,181624.93339776812,726337.0414752985,0.8,10
2022-05-30,912482.0342757318,819278.1993886532,181624.93339776812,730857.1008779637,0.8,10
2022-05-31,917823.8903695617,831987.1629498057,181624.93339776812,736198.9569717937,0.8,10
2022-06-01,917089.6312572662,830291.1893741656,182830.5189616168,734259.1122956494,0.8,10
2022-06-02,934061.6117176565,831590.76339003,182830.5189616168,751231.0927560397,0.8,10
2022-06-06,956806.8312431468,847150.0256427446,182830.5189616168,773976.31228153,0.8,10
2022-06-07,956094.0362053567,849802.3482332513,182830.5189616168,773263.5172437399,0.8,10
2022-06-08,956400.4975696764,858075.1505160282,182830.5189616168,773569.9786080596,0.8,10
2022-06-09,942765.0742225079,849100.0373685991,182830.5189616168,759934.5552608911,0.8,10
2022-06-10,958512.0586850648,861975.5806565229,182830.5189616168,775681.539723448,0.8,10
2022-06-13,946287.483389164,851881.3819764844,182830.5189616168,763456.9644275472,0.8,10
2022-06-14,941922.1737007671,858583.3488230924,182830.5189616168,759091.6547391503,0.8,10
2022-06-15,945193.7113367544,869951.6017976702,182830.5189616168,762363.1923751376,0.8,10
2022-06-16,948262.3913862674,864226.1557297172,182830.5189616168,765431.8724246506,0.8,10
2022-06-17,949021.2975215209,876220.0180638958,182830.5189616168,766190.7785599041,0.8,10
2022-06-20,949621.9809696245,880569.2292798111,182830.5189616168,766791.4620080077,0.8,10
2022-06-21,948217.1965378057,879579.5317844875,182830.5189616168,765386.6775761889,0.8,10
2022-06-22,939497.1358293387,868407.1807981564,182830.5189616168,756666.6168677219,0.8,10
2022-06-23,956132.9991734539,883303.2556474381,182830.5189616168,773302.4802118371,0.8,10
2022-06-24,965009.8180990155,893652.3058552631,182830.5189616168,782179.2991373987,0.8,10
2022-06-27,967667.9136032909,903716.1452174222,182830.5189616168,784837.3946416741,0.8,10
2022-06-28,976313.1468966117,913121.3724249915,182830.5189616168,793482.6279349949,0.8,10
2022-06-29,958797.0612445832,899058.1555406883,182830.5189616168,775966.5422829664,0.8,10
2022-06-30,964986.8859734494,912001.7988658386,182830.5189616168,782156.3670118327,0.8,10
2022-07-01,964214.896464671,908282.0402185521,192225.38768591132,771989.5087787597,0.8,10
2022-07-04,968341.6357584328,914242.5524048496,192225.38768591132,776116.2480725214,0.8,10
2022-07-05,966391.8980962653,912922.4406052888,192225.38768591132,774166.510410354,0.8,10
2022-07-06,958156.0932618631,899589.4537708011,192225.38768591132,765930.7055759518,0.8,10
2022-07-07,957102.9284794864,903555.4421436095,192225.38768591132,764877.5407935751,0.8,10
2022-07-08,956265.0159225408,900567.7843145544,192225.38768591132,764039.6282366294,0.8,10
2022-07-11,948490.4764556959,885486.8897464463,192225.38768591132,756265.0887697847,0.8,10
2022-07-12,935710.2186210947,877150.1153176221,192225.38768591132,743484.8309351834,0.8,10
2022-07-13,934565.7103682323,878745.0063954862,192225.38768591132,742340.3226823211,0.8,10
2022-07-14,929557.8743561434,878869.554836218,192225.38768591132,737332.4866702321,0.8,10
2022-07-15,913484.2183757052,863914.2050963676,192225.38768591132,721258.8306897939,0.8,10
2022-07-18,920713.5803428739,872873.254036747,192225.38768591132,728488.1926569626,0.8,10
2022-07-19,918018.3894281411,868146.3712796542,192225.38768591132,725793.0017422297,0.8,10
2022-07-20,921450.662454627,871087.2598983119,192225.38768591132,729225.2747687157,0.8,10
2022-07-21,916006.3315809781,861378.602187461,192225.38768591132,723780.9438950669,0.8,10
2022-07-22,921261.8224764641,861821.1405900154,192225.38768591132,729036.4347905528,0.8,10
2022-07-25,921765.677547784,856617.557572339,192225.38768591132,729540.2898618728,0.8,10
2022-07-26,921553.1853442297,863395.3718775478,192225.38768591132,729327.7976583184,0.8,10
2022-07-27,914808.8261008468,859137.3199530283,192225.38768591132,722583.4384149354,0.8,10
2022-07-28,913782.8308755327,859266.9723380252,192225.38768591132,721557.4431896214,0.8,10
2022-07-29,904880.2119591497,847966.839735113,192225.38768591132,712654.8242732383,0.8,10
2022-08-01,904156.3077895825,851744.2668522631,180252.1382222629,723904.1695673197,0.8,10
2022-08-02,893747.9898118689,835140.3024459097,180252.1382222629,713495.8515896059,0.8,10
2022-08-03,891948.2652482726,826996.6441871474,180252.1382222629,711696.1270260096,0.8,10
2022-08-04,903065.4372756865,834024.4907580278,180252.1382222629,722813.2990534236,0.8,10
2022-08-05,909063.1952978184,845284.5645155128,180252.1382222629,728811.0570755554,0.8,10
2022-08-08,903459.3741711343,843487.7117864896,180252.1382222629,723207.2359488714,0.8,10
2022-08-09,907321.3407653803,845158.409654076,180252.1382222629,727069.2025431173,0.8,10
2022-08-10,902160.2874693614,835692.0367875221,180252.1382222629,721908.1492470986,0.8,10
2022-08-11,911994.4871342434,852733.4153177257,180252.1382222629,731742.3489119805,0.8,10
2022-08-12,909268.1334283592,852247.2595428659,180252.1382222629,729015.9952060963,0.8,10
2022-08-15,902395.7528075562,851134.4370175616,180252.1382222629,722143.6145852933,0.8,10
2022-08-16,899540.0639535647,849539.7289496512,180252.1382222629,719287.9257313018,0.8,10
2022-08-17,902342.3877891337,857494.8869560733,180252.1382222629,722090.2495668707,0.8,10
2022-08-18,896919.6664620808,849999.8159733242,180252.1382222629,716667.5282398179,0.8,10
2022-08-19,894929.4877018274,844097.5822900698,180252.1382222629,714677.3494795645,0.8,10
2022-08-22,894477.598164794,850263.5333166468,180252.1382222629,714225.4599425311,0.8,10
2022-08-23,890252.6520621651,846132.7546477258,180252.1382222629,710000.5138399021,0.8,10
2022-08-24,884564.9117534424,830137.1153275655,180252.1382222629,704312.7735311794,0.8,10
2022-08-25,889989.1531211559,837014.243034331,180252.1382222629,709737.0148988931,0.8,10
2022-08-26,889626.2046653782,835246.3465468757,180252.1382222629,709374.0664431152,0.8,10
2022-08-29,884799.9417910413,831581.0638624824,180252.1382222629,704547.8035687783,0.8,10
2022-08-30,884131.0978273374,828789.7960482173,180252.1382222629,703878.9596050746,0.8,10
2022-08-31,896134.5153040483,829409.2847415878,180252.1382222629,715882.3770817855,0.8,10
2022-09-01,895417.6076918049,822271.7542051062,178509.9954485661,716907.6122432387,0.8,10
2022-09-02,892823.6016037362,818179.1636131965,178509.9954485661,714313.6061551701,0.8,10
2022-09-05,893638.5851474875,816514.4440707653,178509.9954485661,715128.5896989214,0.8,10
2022-09-06,893634.9802305906,824008.4576626705,178509.9954485661,715124.9847820245,0.8,10
2022-09-07,890049.0700082805,824558.0568881561,178509.9954485661,711539.0745597144,0.8,10
