trade_date,close,volatility,adx,plus_di,minus_di,width,regime
2022-02-21,4634.3141,0.16630507417438206,55.106657812899975,10.504845352144816,30.76832961514544,48.275862068965516,-1.0
2022-02-22,4574.1527,0.1658198138714357,55.46124317994903,10.369401079893969,33.67297439318025,34.48275862068966,-1.0
2022-02-23,4623.0465,0.17130490071851712,54.642641994989745,13.353113950701351,31.866277411025777,41.37931034482759,-1.0
2022-02-24,4529.3189,0.17858333708313195,53.980795126519375,12.886360672892474,34.3241736567071,24.137931034482758,-1.0
2022-02-25,4573.4247,0.18260375888909777,53.73454548065325,12.06357319262506,35.28288861860413,27.586206896551722,-1.0
2022-02-28,4581.6459,0.18267128536676067,52.22729390291247,12.892741810730904,30.75933020508495,34.48275862068966,-1.0
2022-03-01,4619.6862,0.16912603626737097,51.55566621732534,14.247142691195114,31.560263689506396,37.93103448275862,-1.0
2022-03-02,4578.6007,0.16893250642596708,51.51085431851783,14.049076005190376,34.04259295760307,27.586206896551722,-1.0
2022-03-03,4551.6283,0.15580201369157118,51.10877100584205,14.241028958041483,34.71633857935942,37.93103448275862,-1.0
2022-03-04,4496.4301,0.15578543732283015,48.94234395427478,14.260970917721535,34.42975390915601,31.03448275862069,-1.0
2022-03-07,4352.7775,0.17970787951507125,48.14457371303697,11.869502864457788,45.426930633686524,17.24137931034483,-1.0
2022-03-08,4265.391,0.1895127160738682,49.1979648896059,6.928192490653654,49.764558858199,17.24137931034483,-1.0
2022-03-09,4226.3463,0.18374148541550056,51.03988976406486,5.290137063975538,56.83903926246412,13.793103448275861,-1.0
2022-03-10,4292.8374,0.19755666468208227,52.40462077389422,7.455132154080728,53.71471759849579,13.793103448275861,-1.0
2022-03-11,4306.5217,0.19830029215762712,54.51404655206086,6.915864933373331,57.802993419100446,13.793103448275861,-1.0
2022-03-14,4174.7577,0.2196245768267163,56.24156339857891,6.686279159634748,51.70138101312819,6.896551724137931,-2.0
2022-03-15,3983.812,0.25702318533000224,59.42060943408777,4.641589070870025,59.14895267483795,6.896551724137931,-2.0
2022-03-16,4156.081,0.3114207305130198,62.22686891969925,4.390419359746747,52.98790829114965,13.793103448275861,-2.0
2022-03-17,4237.6956,0.32270684335822286,63.1760548538767,11.845429203136446,51.0449102621686,17.24137931034483,-2.0
2022-03-18,4265.9017,0.3234723476351402,64.68404975380265,11.597005626348022,49.506532794086624,20.689655172413794,-2.0
2022-03-21,4258.7459,0.3235856766481254,66.8259023999693,9.385702986512038,48.876932814851926,20.689655172413794,-2.0
2022-03-22,4255.295,0.32199452013950736,68.64087677106865,9.462059363789898,47.85493178145481,24.137931034482758,-2.0
2022-03-23,4276.5174,0.31930801007450416,70.3559649451178,9.749261522280285,47.32064732840574,24.137931034482758,-2.0
2022-03-24,4251.3061,0.31343140729411695,72.00554145724729,9.806771886921126,45.468025401619464,24.137931034482758,-2.0
2022-03-25,4174.5742,0.3140007213740302,72.14185048726644,10.252839652213698,41.629298506785645,20.689655172413794,-2.0
2022-03-28,4148.4663,0.31320432608444787,71.05445681505259,10.550121835134126,42.64640083974318,20.689655172413794,-2.0
2022-03-29,4134.1441,0.3094547766169291,68.63669939752856,12.083919965278938,35.41755664855532,17.24137931034483,-2.0
2022-03-30,4254.0989,0.33213316736735143,66.08767970024347,15.091753924769028,35.162614263176216,41.37931034482759,-2.0
2022-03-31,4222.5968,0.33232355714522493,62.561013155242314,16.188484945043953,29.57702100695435,37.93103448275862,-2.0
2022-04-01,4276.158,0.3354720391215235,58.53552474769111,19.78311979122226,30.13650272226428,58.620689655172406,-2.0
2022-04-06,4263.8411,0.316739313440571,53.1999697379622,22.26857898783984,17.945691127386493,62.06896551724138,-2.0
2022-04-07,4209.0998,0.3119153814824899,48.085549248727666,25.54663571428854,19.630784996799672,51.724137931034484,-2.0
2022-04-08,4230.7669,0.3107698610223164,45.634681884130885,13.785380261662263,24.516784979068742,48.275862068965516,-2.0
2022-04-11,4100.0703,0.32372977433182926,43.964070296256345,13.059094702814777,29.515351898128017,27.586206896551722,-2.0
2022-04-12,4179.9727,0.3323155812440317,42.116489356637295,12.145601160201462,29.67468571688708,62.06896551724138,-2.0
2022-04-13,4139.737,0.31570182482999437,40.011312030641825,13.387468830346949,29.45991951814516,48.275862068965516,-2.0
2022-04-14,4191.5684,0.26853269038344724,37.59738147362282,14.721867918873372,28.602553646167816,58.620689655172406,-2.0
2022-04-15,4188.7472,0.22171626563822938,35.03423082432162,14.739774025350243,26.56673101053886,58.620689655172406,-2.0
2022-04-18,4166.3844,0.21054358283935956,32.64434197531029,14.906390315887652,25.94309332025163,41.37931034482759,-1.0
2022-04-19,4134.9017,0.20994309042459164,28.73620959975315,16.499088843748748,18.464549481347635,37.93103448275862,-1.0
2022-04-20,4070.7889,0.21577650771990795,26.557414860057843,15.863113747100007,23.12159583764903,34.48275862068966,-1.0
2022-04-21,3995.83,0.2232279134359104,27.665195488368187,8.889080440852222,31.014736297107103,27.586206896551722,-2.0
2022-04-22,4013.2498,0.22293917140709982,29.708945795219535,8.541224247354085,32.00302566562137,27.586206896551722,-2.0
2022-04-25,3814.9127,0.2771722498921346,34.01054122401474,4.296285936663921,40.83855831314116,3.4482758620689653,-2.0
2022-04-26,3784.1198,0.273299329979799,39.12022349167639,4.103560539068981,42.22558591151717,13.793103448275861,-2.0
2022-04-27,3895.5361,0.29888066943844177,43.461997057783115,5.682302855367301,37.82613544930992,17.24137931034483,-2.0
2022-04-28,3921.1073,0.30077544998040084,45.65763974608738,9.189301549639097,35.37217658680581,17.24137931034483,-2.0
2022-04-29,4016.241,0.29458503839895867,45.23434529016682,14.931220908765258,29.45856694297733,27.586206896551722,-2.0
2022-05-05,4010.2102,0.29408136483367975,44.11747499487486,17.30953682116444,29.65009769963551,31.03448275862069,-2.0
2022-05-06,3908.815,0.29907055088641293,44.18733668383361,15.545266653077988,34.999394242878246,20.689655172413794,-2.0
2022-05-09,3877.4364,0.29930203567257035,45.274406074419495,14.000089792016757,39.08878235371181,10.344827586206897,-2.0
2022-05-10,3919.8684,0.3024742884089946,46.82837139724798,13.329576753401767,40.405396046954486,20.689655172413794,-2.0
2022-05-11,3976.4231,0.30769269307749464,47.010782335035415,19.958825253234888,36.719620871487514,27.586206896551722,-2.0
2022-05-12,3958.74,0.28958771830952157,48.89946655644257,19.175406898990975,37.27516596941934,27.586206896551722,-2.0
2022-05-13,3988.6002,0.2810323137888431,49.28158172921999,20.887702714155058,34.057093921496275,37.93103448275862,-2.0
2022-05-16,3956.5378,0.28053132288719984,46.199132068861786,22.542787286063533,28.86207568962154,24.137931034482758,-2.0
2022-05-17,4005.8934,0.2804995375789232,42.71018160184028,23.10724891800563,27.690106154873114,37.93103448275862,-2.0
2022-05-18,3991.9069,0.28048604225662627,38.1409944569297,27.014148377491004,19.166321291118972,41.37931034482759,-2.0
2022-05-19,3999.5984,0.2806118794354735,33.63713530865495,27.78632836443466,18.822843807275113,44.827586206896555,-2.0
2022-05-20,4077.5998,0.289658038756887,30.274349064889325,34.46742534710613,19.897371980912833,68.96551724137932,-2.0
2022-05-23,4053.9823,0.28501592349906674,27.556981482252922,30.815102014629687,20.23979446735698,55.172413793103445,-2.0
2022-05-24,3959.1541,0.2897768894819051,25.67138938199753,24.24583587675309,27.52195298635074,27.586206896551722,-2.0
2022-05-25,3983.1784,0.29020449096542106,24.731255149222243,22.372189891684425,29.127509948137597,31.03448275862069,-2.0
2022-05-26,3993.0446,0.22453691249809216,22.76489897884284,26.360065110476754,21.15266945895718,41.37931034482759,-2.0
2022-05-27,4001.2988,0.22113636830004554,21.49433735808788,29.720266458484584,16.190377094776657,48.275862068965516,-2.0
2022-05-30,4029.0179,0.19856395099846824,21.055443103638385,32.509166164152795,12.566330725585741,62.06896551724138,1.0
2022-05-31,4091.5176,0.20390377213802838,21.60441923252853,28.798935141751635,13.16446581784341,75.86206896551724,1.0
2022-06-01,4083.1772,0.18683207890015313,21.975445818376887,29.285058684767822,13.386680866204962,68.96551724137932,1.0
2022-06-02,4089.5682,0.18662781314935695,22.664585991154087,27.606210038204875,13.715389460323257,68.96551724137932,1.0
2022-06-06,4166.085,0.16878827844475486,24.90453470819742,33.655475991755274,13.201330088212144,75.86206896551724,1.0
2022-06-07,4179.1285,0.1634668978766177,27.66809318914409,37.635531278880656,13.322573221271716,75.86206896551724,1.0
2022-06-08,4219.8122,0.1628219388393411,29.988408541460394,38.775733139672305,13.105709647670475,79.3103448275862,1.0
2022-06-09,4175.6747,0.16511123889390145,32.95256027407025,39.04654415451298,9.540176420161405,82.75862068965517,1.0
2022-06-10,4238.9936,0.16880196016667237,34.13159404407009,29.3255857460777,11.601354803941563,93.10344827586206,1.0
2022-06-13,4189.3527,0.1763225609544217,35.707845073951276,27.99894396477936,11.220449836868712,68.96551724137932,1.0
2022-06-14,4222.3114,0.17269567120635845,38.78622799833338,27.276240207228824,9.231821580429278,82.75862068965517,1.0
2022-06-15,4278.2178,0.17325538063011334,42.64559105202899,36.8938918209258,7.251211677663748,86.20689655172413,1.0
2022-06-16,4250.0614,0.17520990538280387,46.48242111031724,34.32085928870994,7.362128325080667,75.86206896551724,1.0
2022-06-17,4309.0444,0.17915313677752434,48.14469938211371,29.919272950023938,9.256963672590809,82.75862068965517,1.0
2022-06-20,4330.4328,0.16941360427502136,49.11300514058064,33.62910768411134,8.993479878170374,82.75862068965517,1.0
2022-06-21,4325.5657,0.16696883290600067,49.892287262170505,28.683542763561803,10.034223498101246,79.3103448275862,1.0
2022-06-22,4270.6227,0.1474785276306904,50.237828406685345,27.9626385193642,11.39503706754343,58.620689655172406,1.0
2022-06-23,4343.8781,0.15477406559082021,50.963758942461986,27.685450870850335,10.825562405055189,72.41379310344827,1.0
2022-06-24,4394.7723,0.15672283812374038,50.79768110834643,27.151186364919223,11.271926412732087,75.86206896551724,1.0
2022-06-27,4444.2639,0.1579502790995518,50.70445582124048,29.853901848035928,10.928304447511692,75.86206896551724,1.0
2022-06-28,4490.5166,0.15890286282157104,50.4725541470436,29.118564171556898,10.70670118459566,86.20689655172413,1.0
2022-06-29,4421.357,0.17049405486699545,49.45825653115234,28.785869233469764,10.504436561911044,79.3103448275862,1.0
2022-06-30,4485.0108,0.17281736016611343,50.256334265919286,29.884317254393757,8.805868915961888,86.20689655172413,1.0
2022-07-01,4466.7179,0.17534416226130772,51.091975324523204,30.672391174922303,9.038086891068623,79.3103448275862,1.0
2022-07-04,4496.0303,0.16738852888159136,52.285686748504695,32.13958663696576,6.550687781968173,68.96551724137932,1.0
2022-07-05,4489.5383,0.1684412037799473,51.56952372220697,24.79364508802785,6.766091409249072,62.06896551724138,1.0
2022-07-06,4423.9698,0.17861473169205508,49.68537459393575,24.025205891091996,10.719023289804962,44.827586206896555,1.0
2022-07-07,4443.4736,0.17206642920149254,49.20093055477654,24.78575573826646,9.176702202318623,44.827586206896555,1.0
2022-07-08,4428.781,0.16741683198139562,48.04059372042908,22.60252848494381,9.332151925392965,55.172413793103445,1.0
2022-07-11,4354.6167,0.17381589610531364,45.51929885851162,22.017677322149154,16.99681806722714,44.827586206896555,1.0
2022-07-12,4313.6184,0.17686852989434906,43.13620104519141,21.82041613818793,18.315875717023676,37.93103448275862,1.0
2022-07-13,4321.4617,0.17104595724843175,40.26752166877815,21.358340123963917,19.866860464788886,34.48275862068966,1.0
2022-07-14,4322.0742,0.16897630018920864,37.8659245548243,16.98403831269377,19.819773929937,24.137931034482758,-1.0
2022-07-15,4248.5273,0.17302869549452873,37.416454006350456,10.067847521100285,23.555483307271235,31.03448275862069,-1.0
2022-07-18,4292.5858,0.17638712934639952,38.016671875583974,7.800414324641915,26.588901641220485,24.137931034482758,-1.0
2022-07-19,4269.3401,0.1772826423048696,38.75370804491803,7.56313229179604,27.490012051934016,27.586206896551722,-1.0
2022-07-20,4283.8027,0.17182432774439316,38.82999390550112,8.359821147103736,29.253057925321148,24.137931034482758,-1.0
2022-07-21,4236.0578,0.16399720164348552,39.17364756549136,8.393547546375023,32.84351224547609,27.586206896551722,-1.0
2022-07-22,4238.2341,0.15696044987400623,38.73614058604541,8.394015843857744,33.58940240335914,20.689655172413794,-1.0
2022-07-25,4212.6441,0.1497649719208725,40.01114109584016,5.172516425424274,36.161338083184624,20.689655172413794,-1.0
2022-07-26,4245.9758,0.14712282077524866,41.53031768173347,8.339542114771186,32.910609574879835,17.24137931034483,-1.0
2022-07-27,4225.0357,0.13969296151757954,42.48426782579226,8.713151865055124,34.11913741884959,13.793103448275861,-1.0
2022-07-28,4225.6733,0.12564835868823263,43.637341390918586,9.237703372341564,34.43708873110253,31.03448275862069,-1.0
2022-07-29,4170.1019,0.13075805133149118,46.52443745457065,9.41453608268984,30.894801592052424,20.689655172413794,-1.0
2022-08-01,4188.6784,0.12882853329190375,49.68101061839171,9.491589926717134,30.83262690156688,27.586206896551722,-1.0
2022-08-02,4107.024,0.14041430608318298,53.62239997707945,8.82673085956279,34.018705086428916,20.689655172413794,-1.0
2022-08-03,4066.9754,0.13674743178500218,57.69851613370308,7.31785335504491,34.226197120431365,24.137931034482758,-1.0
2022-08-04,4101.5367,0.14085576944664502,59.12222681941459,7.774012150039224,31.140672921072504,27.586206896551722,-1.0
2022-08-05,4156.9111,0.15391632179961168,57.580003843372516,14.19255377745997,28.20082940303894,34.48275862068966,-1.0
2022-08-08,4148.0746,0.14525218665769507,55.87971230098973,14.763370449101101,29.335051180864962,31.03448275862069,-1.0
2022-08-09,4156.2907,0.1435616356645887,54.518522438786256,13.71233056981187,29.470287082308484,37.93103448275862,-1.0
2022-08-10,4109.7373,0.14659517313019546,52.95492377911718,13.365815442026113,29.337057132792864,27.586206896551722,-1.0
2022-08-11,4193.5428,0.167507778225517,50.04854282200436,17.103169711876035,25.29614931797149,58.620689655172406,-1.0
2022-08-12,4191.152,0.15709300498063467,45.777260885698695,18.347574724506256,24.911775926750206,62.06896551724138,-1.0
2022-08-15,4185.6794,0.15161783819908764,42.78917046049873,17.444175271817556,24.96437240911135,48.275862068965516,-1.0
2022-08-16,4177.837,0.15083628911609145,39.88249900108135,17.24164826740097,25.132383878730835,41.37931034482759,-1.0
2022-08-17,4216.9586,0.15460769592418483,37.998856346298844,13.736070545766102,26.26808555629595,51.724137931034484,-1.0
2022-08-18,4180.0996,0.15268498232051886,35.33042059657761,14.40190595796016,19.859982087771854,48.275862068965516,-1.0
2022-08-19,4151.0738,0.15423690958064992,32.487645634214324,15.00528243482597,19.539163089783376,37.93103448275862,-1.0
2022-08-22,4181.3965,0.15571397135481593,28.474550947866582,16.44050826704956,15.60289100902745,41.37931034482759,1.0
2022-08-23,4161.0823,0.15333229975098783,24.600595468792612,18.3341852060128,14.839276548969094,31.03448275862069,1.0
2022-08-24,4082.4195,0.16565323826798825,21.445525109674783,16.998099549570593,23.413374043609338,24.137931034482758,-1.0
2022-08-25,4116.2396,0.169310394614498,22.364941960331297,9.754579944449972,26.316967468982288,27.586206896551722,-1.0
2022-08-26,4107.5455,0.16345833530774834,22.52033804255041,12.341241830907293,25.760234051755187,31.03448275862069,-1.0
2022-08-29,4089.5205,0.16276853056953014,23.25625725106443,11.2263633751881,30.97349128825658,17.24137931034483,-1.0
2022-08-30,4075.7937,0.1480579515140229,23.555531604174554,11.596854386835531,28.112077656853845,20.689655172413794,-1.0
2022-08-31,4078.8402,0.14383705702892444,25.642803685033588,9.986724128127321,28.830727835460166,37.93103448275862,-1.0
2022-09-01,4043.7395,0.14353832685157372,28.44468033587516,8.475891461334854,28.699345255014297,27.586206896551722,-1.0
2022-09-02,4023.6131,0.13401182322104752,32.146874414257134,6.006656788436944,33.46337526990716,34.48275862068966,-1.0
2022-09-05,4015.4264,0.13400742451864,35.91666304061781,5.9852872385984535,35.8679235263535,37.93103448275862,-1.0
2022-09-06,4052.2802,0.13889706220031642,37.29610855450003,11.426720460944779,34.871875765774185,34.48275862068966,-1.0
2022-09-07,4054.983,0.133896156716105,39.347069435559845,13.426508813980325,35.083092243440746,34.48275862068966,-1.0
2022-09-08,4037.6839,0.1087873413276735,41.312080142993814,13.511948726399256,32.00959282602538,41.37931034482759,-1.0
2022-09-09,4093.7874,0.12235073316611997,42.86799222150561,17.685285747769946,29.099190475754778,53.333333333333336,-1.0
2022-09-13,4111.1145,0.12382549986273676,43.22800949598618,21.426552345479216,29.332531673555184,63.33333333333333,-1.0
2022-09-14,4065.359,0.12906907631809972,42.86651610886514,22.441368812341413,27.88348683998357,46.666666666666664,-1.0
2022-09-15,4027.1186,0.1255881766643958,40.85726693185526,21.511722581596484,30.819252202369444,53.333333333333336,-1.0
2022-09-16,3932.6826,0.14499331377061442,40.96275291523434,17.231026004274753,37.20786086798936,36.666666666666664,-1.0
2022-09-19,3928.0001,0.1443578439948465,40.00287912145591,17.336298125978928,34.69033995287793,40.0,-1.0
2022-09-20,3932.8361,0.14031792675373878,39.18146238149753,18.063028748812513,33.61270496034131,33.33333333333333,-1.0
2022-09-21,3903.7348,0.14104703504437482,38.78157211848303,15.79316230279507,39.5696934453704,20.0,-1.0
2022-09-22,3869.344,0.13022831821662229,38.14225567942016,15.929940289610375,42.47487321652754,16.666666666666664,-1.0
2022-09-23,3856.0212,0.12366288475099421,36.36668242822139,15.767573363836565,41.26360916269644,16.666666666666664,-1.0
2022-09-26,3836.6773,0.12374409990442552,34.112823866905146,15.90823300156011,36.9822690830649,13.333333333333334,-1.0
2022-09-27,3892.295,0.1389212072621944,34.3637951048987,10.7063510403045,35.99795515014289,16.666666666666664,-1.0
2022-09-28,3828.7098,0.14744552295485905,35.471089627648325,8.67760627175349,34.86940974600726,16.666666666666664,-1.0
2022-09-29,3827.1434,0.14710398862071075,37.02175147938154,8.309998917714006,35.826611287895254,13.333333333333334,-1.0
2022-09-30,3804.8853,0.1460585280055929,40.84476181996789,4.634164488990738,37.3399150074119,20.0,-1.0
2022-10-10,3720.9365,0.16095963677906067,46.55984062418538,1.0077699391105475,44.66086975185479,6.666666666666667,-1.0
2022-10-11,3727.6867,0.1621121443510074,52.580419854943884,1.0428324232138706,41.53988138182865,13.333333333333334,-1.0
2022-10-12,3784.3064,0.16965485496040722,58.09855754419051,1.0038969927444736,39.474332458312595,13.333333333333334,-1.0
2022-10-13,3752.6729,0.1698381140138485,62.18506485490929,1.0771123987142095,34.2785847158932,13.333333333333334,-1.0
2022-10-14,3842.4698,0.1962693465286367,63.30368685650666,9.975615155435293,29.157318278325977,16.666666666666664,-1.0
2022-10-17,3846.4119,0.18720325011079061,64.77666363718353,9.485715888374758,29.005682232505947,23.333333333333332,-1.0
2022-10-18,3838.2667,0.1852759396509274,64.24751276679407,11.92413685096628,25.072076274122423,23.333333333333332,-1.0
2022-10-19,3776.5335,0.18883059949503508,63.934910869381596,11.653878755797722,27.90005612582826,23.333333333333332,-1.0
2022-10-20,3754.9269,0.18778063718935337,63.89038629912869,11.416630166810721,29.416904214316457,26.666666666666668,-1.0
2022-10-21,3742.8929,0.1722576048169347,64.3512906318427,11.140614306473427,30.349354613278756,33.33333333333333,-1.0
2022-10-24,3633.3733,0.19669635840625588,64.63034482170973,10.261547085488761,38.67214084052806,23.333333333333332,-1.0
2022-10-25,3627.4542,0.19598333092663103,64.63183116029056,10.13914435488327,40.7689196524912,16.666666666666664,-1.0
2022-10-26,3656.9027,0.20007015029055228,63.69783760110469,13.071327865870922,38.459856381356445,27.586206896551722,-1.0
2022-10-27,3631.1448,0.1995090365751235,61.61488016504832,12.98413527403742,37.69309539431356,33.33333333333333,-1.0
2022-10-28,3541.3295,0.21380259567819151,58.35426758757085,12.908257148698784,38.66085011606533,30.0,-1.0
2022-10-31,3508.7034,0.2145428866946164,55.31005393155248,12.612416079139225,40.473600106493095,33.33333333333333,-1.0
2022-11-01,3634.1732,0.24973444597818645,50.50776594946216,20.374786599124608,36.07115250512101,50.0,-2.0
2022-11-02,3677.8051,0.2503871436797266,44.81957161295419,25.62672582785599,34.15959248006679,50.0,-2.0
2022-11-03,3647.8966,0.2512801773021738,43.46888826813773,19.438198255786446,36.18470245777135,50.0,-2.0
2022-11-04,3767.1746,0.279670813581235,40.47302942095542,27.778549540492108,33.119635781549746,56.666666666666664,-2.0
2022-11-07,3775.2971,0.26768939365598216,38.68367668395892,26.657810119753506,32.904509929375614,60.0,-2.0
2022-11-08,3749.3251,0.2690535659265838,36.18568595753858,26.851124445477208,30.340749194120608,53.333333333333336,-2.0
2022-11-09,3714.2704,0.2652673105445036,33.05687415303343,27.54255175771711,27.696514903687103,50.0,-2.0
2022-11-10,3685.6885,0.2650267846410191,30.25204319373493,27.412610236795608,31.558058634018643,43.333333333333336,-2.0
2022-11-11,3788.4387,0.2702278339249207,28.078445176746623,38.90442771770981,22.060441768938546,73.33333333333333,-2.0
2022-11-14,3794.0171,0.2702674837217914,26.250084896846545,41.01733207632966,19.943347282036676,73.33333333333333,-2.0
2022-11-15,3865.9726,0.2788688499747957,25.151329473119315,39.566766262683295,19.538522571721657,86.66666666666667,-2.0
2022-11-16,3834.3899,0.27399714547527687,24.16419748153785,40.30970953101823,19.435963186385855,83.33333333333334,-2.0
2022-11-17,3818.664,0.2735377936521868,23.78907960643996,41.80501482624356,15.982064706462026,83.33333333333334,-2.0
2022-11-18,3801.5686,0.2738331160903533,23.999257830421566,44.30536192755041,12.706307822209146,80.0,-2.0
2022-11-21,3769.1269,0.25259622229847506,24.259452976142793,38.77587165880087,20.221037993406167,86.66666666666667,-2.0
2022-11-22,3769.5727,0.25234342780598396,25.22974624654054,37.09598871909324,20.931602910503905,73.33333333333333,-2.0
2022-11-23,3773.5287,0.2513314191635681,25.068972511902718,37.53797742884576,21.180997318980847,66.66666666666666,-2.0
2022-11-24,3756.8082,0.25029643130528334,25.32303782334025,29.71575701272587,23.193414711919605,63.33333333333333,-2.0
2022-11-25,3775.7764,0.22988320529415643,25.17933959327255,28.55160702999414,24.08977838147305,56.666666666666664,-2.0
2022-11-28,3733.2424,0.23147552519607725,24.87660284207276,27.062574461761923,28.09023392867886,46.666666666666664,-2.0
2022-11-29,3848.4224,0.2228159227310989,26.27078591137908,37.069654083382545,24.81764870892444,56.666666666666664,-2.0
2022-11-30,3853.0365,0.22028494611151425,27.99239238474882,38.9760617592703,20.46940007618986,56.666666666666664,-2.0
2022-12-01,3894.7687,0.2185139336820454,27.77343325528395,35.69200494903937,21.615285308993883,66.66666666666666,1.0
2022-12-02,3870.9478,0.1911367751356794,26.399904319499115,34.87838111043508,25.60065784151891,73.33333333333333,1.0
2022-12-05,3946.8759,0.20177013360271812,25.355558224648373,38.67163489010816,26.178372167855603,73.33333333333333,1.0
2022-12-06,3968.1979,0.19905026179110552,24.57672626608839,41.89757605473907,25.66062285428956,80.0,1.0
2022-12-07,3958.4409,0.19487823947021318,24.044456114182953,43.22018326319774,19.767118803333318,83.33333333333334,1.0
2022-12-08,3959.1798,0.19097114100525667,22.53912966054531,41.522327548350866,20.289377010831295,70.0,1.0
2022-12-09,3998.2442,0.17024547966602163,24.324005985853145,45.60887688087219,12.700034735500507,73.33333333333333,1.0
2022-12-12,3953.4433,0.17731095882393033,26.098408543378905,41.519050438145086,12.861552361390588,76.66666666666667,1.0
2022-12-13,3945.6813,0.16614912663141243,27.63584670008165,42.18657828267108,14.295458631412778,73.33333333333333,1.0
2022-12-14,3954.8857,0.1625442168995543,30.241173711848287,42.38048255448927,14.581762021466341,76.66666666666667,1.0
2022-12-15,3951.9885,0.1614136415021395,33.092349803830885,42.907737014166436,14.922378874622352,70.0,1.0
2022-12-16,3954.227,0.15981139679704856,38.301912679963365,47.10210827918719,6.791335060523875,70.0,1.0
2022-12-19,3893.2207,0.16753609890910337,39.67443665175898,32.599115964199164,14.30182864129496,43.333333333333336,1.0
2022-12-20,3829.0173,0.17952576015323057,38.37442012341965,28.837883618800834,22.23337968003489,26.666666666666668,1.0
2022-12-21,3830.5384,0.17953073833663757,37.23836810201817,20.273736878687952,24.1175069535654,23.333333333333332,-1.0
2022-12-22,3836.028,0.17846361110383266,36.82190781092148,23.38298161123797,19.321779890144054,33.33333333333333,1.0
2022-12-23,3828.2188,0.17815786756738156,36.35548822238235,17.41231653342578,22.49443550977313,23.333333333333332,-1.0
2022-12-26,3843.4887,0.17265762900633183,36.63794028474025,13.362280398684035,23.749161385144987,20.0,-1.0
2022-12-27,3887.854,0.13957124733533297,35.146526111718615,17.25795595392838,24.006705910234015,36.666666666666664,-1.0
2022-12-28,3871.2644,0.14057734133151895,33.83314619124393,17.186043680052574,23.71543283956532,40.0,-1.0
2022-12-29,3856.7007,0.1354929588968862,32.38388942428014,12.818685650070579,27.333306177673045,26.666666666666668,-1.0
2022-12-30,3871.6338,0.13459501119132095,30.509726672593867,16.340788040238603,28.0995965833569,40.0,-1.0
2023-01-03,3887.8992,0.11448595469172014,29.351813465001424,15.373151991308893,30.633400373070046,43.333333333333336,-1.0
2023-01-04,3892.9477,0.11248084504963152,28.122526040575227,16.0418068622319,30.858566460012376,60.0,-1.0
2023-01-05,3968.5782,0.13342264936308235,25.001580456607858,25.026007968795128,27.493986748154377,80.0,-1.0
2023-01-06,3980.8888,0.13383065550778925,19.817307653482196,28.617636992823908,27.376057491196555,80.0,0.0
2023-01-09,4013.1196,0.13229208773779866,18.671669097884568,34.175266313521476,21.40616580366353,80.0,0.0
2023-01-10,4017.4737,0.1252201457996822,21.494200331987923,38.51661889982973,12.014417022929754,80.0,1.0
2023-01-11,4010.0309,0.12518795528329024,24.763034101666033,40.49673086430729,11.952524349131314,80.0,1.0
